customer_id,customer_name,email,registration_date,customer_type
CUST0104,Elizabeth Oliver DDS,mezajared@example.org,2024-02-15,REGULAR
CUST0105,Brad Allen,moorericky@example.net,2025-05-09,REGULAR
CUST0106,Doris Hall,jacqueline71@example.net,2023-11-24,PREMIUM
CUST0107,Dennis Moody,ronaldstephens@example.net,2025-09-12,PREMIUM
CUST0108,Derek Thomas,martinkyle@example.net,2024-01-26,PREMIUM
CUST0109,Tammy Gonzales,sbarker@example.com,2023-05-24,REGULAR
CUST0110,Kathryn Snyder,georgepamela@example.net,2023-03-10,REGULAR
CUST0111,David Davis,keyemily@example.com,2025-09-16,VIP
CUST0112,Pamela Thompson,lmoon@example.net,2024-11-17,REGULAR
CUST0113,Robert Costa,vbailey@example.com,2023-01-16,REGULAR
CUST0114,Shannon Rivera,zroberts@example.net,2025-12-09,PREMIUM
CUST0115,Brandon King,cordovarichard@example.net,2026-07-20,REGULAR
CUST0116,April Booth,mgutierrez@example.net,2024-10-29,REGULAR
CUST0117,Peter Garrett,harrisandrea@example.com,2026-05-21,VIP
CUST0118,Michael Martinez,jennifercollins@example.org,2024-07-09,REGULAR
CUST0119,Anna Gay,murraydavid@example.org,2023-06-09,REGULAR
CUST0120,Dr. Jordan Hill PhD,jsanchez@example.org,2024-09-23,VIP
CUST0121,Thomas Romero,michellehill@example.com,2024-01-03,PREMIUM
CUST0122,Richard Adams,campbellkenneth@example.net,2026-06-13,REGULAR
CUST0123,Mary Grimes,wryan@example.com,2023-10-06,PREMIUM
CUST0124,Kimberly Gibson,molly39@example.com,2024-10-01,PREMIUM
CUST0125,Reginald Williams,zthornton@example.com,2026-06-13,REGULAR
CUST0126,Matthew Hoover,tylerjohnson@example.net,2025-12-25,REGULAR
CUST0127,Evelyn Garcia,dgarcia@example.org,2025-01-01,REGULAR
CUST0128,Jennifer Pena,charlesharrington@example.com,2024-12-16,REGULAR
CUST0129,Michael Santos,melissa86@example.com,2023-12-20,REGULAR
CUST0130,Stacy Freeman,williamsonjimmy@example.net,2024-09-10,REGULAR
CUST0131,Yolanda Francis,wgood@example.net,2026-04-16,REGULAR
CUST0132,Ashlee Jackson,rebecca05@example.org,2024-09-12,REGULAR
CUST0133,James Thomas,yknight@example.org,2024-05-29,PREMIUM
CUST0134,Bob Pitts,tyleraguilar@example.org,2024-02-10,REGULAR
CUST0135,David Scott,nolansteven@example.com,2024-02-17,REGULAR
CUST0136,Brooke Alexander,vanessa46@example.net,2024-06-21,PREMIUM
CUST0137,Ryan Gonzalez,gcastaneda@example.org,2025-07-30,VIP
CUST0138,Ian Phillips,andrew64@example.org,2025-06-14,REGULAR
CUST0139,Melissa Garner,lozanojulie@example.com,2024-11-08,REGULAR
CUST0140,Crystal Pham,danaoliver@example.net,2025-04-16,REGULAR
CUST0141,Patricia Becker,courtneyberger@example.net,2026-02-18,REGULAR
CUST0142,Richard Johnson,jessica14@example.com,2023-04-19,PREMIUM
CUST0143,Casey Anderson,alyssa42@example.com,2025-08-26,REGULAR
CUST0144,Terry Coffey,julie51@example.com,2026-01-23,PREMIUM
CUST0145,Brenda Levy,zcoffey@example.net,2025-11-01,REGULAR
CUST0146,Richard Smith,gibsonemily@example.net,2024-04-04,REGULAR
CUST0147,James Little,daniel37@example.org,2025-10-29,PREMIUM
CUST0148,Terri Murphy,deborahreid@example.com,2023-09-28,REGULAR
CUST0149,Elizabeth Ortiz,brandonjohnson@example.com,2025-05-01,PREMIUM
CUST0150,David Medina,qchavez@example.net,2023-11-23,REGULAR
CUST0151,Kimberly Matthews,nicolepena@example.com,2025-10-14,REGULAR
CUST0152,Teresa Ramirez,jeff73@example.com,2025-11-15,REGULAR
CUST0153,Michael Stephens,bruce43@example.org,2026-05-21,PREMIUM
CUST0154,Samantha Davis,darleneharper@example.org,2024-03-16,REGULAR
CUST0155,Gavin Zhang,caseyhubbard@example.org,2024-06-04,REGULAR
CUST0156,Robin Hall,kristinacarlson@example.com,2023-12-31,REGULAR
CUST0157,Brianna Anderson,lauren10@example.org,2023-11-06,REGULAR
CUST0158,Richard Young,alfred40@example.org,2025-01-08,REGULAR
CUST0159,Kelly Reese,xwest@example.net,2024-12-08,REGULAR
CUST0160,Jodi Walker,acostaregina@example.net,2023-10-30,PREMIUM
CUST0161,Judith Maynard,lutzmelanie@example.com,2024-09-12,REGULAR
CUST0162,Katherine Browning,lammarc@example.org,2023-01-09,PREMIUM
CUST0163,Donald Schultz,oscar98@example.com,2023-06-15,PREMIUM
CUST0164,Larry Garcia,farrelldebra@example.net,2026-06-03,VIP
CUST0165,Cindy Hayes,robertwilcox@example.com,2023-03-20,REGULAR
CUST0166,Brandon Simmons,nicholas27@example.org,2023-07-08,REGULAR
CUST0167,Bradley Reynolds,lisa80@example.net,2025-11-03,REGULAR
CUST0168,Kristina Santiago,qgomez@example.com,2024-05-07,VIP
CUST0169,Michelle Schmitt,michael98@example.org,2025-08-09,PREMIUM
CUST0170,John Boone,megan51@example.com,2024-10-24,PREMIUM
CUST0171,Renee Bruce,lynchdiane@example.net,2023-09-05,PREMIUM
CUST0172,Christopher Park,sandra50@example.org,2024-02-07,PREMIUM
CUST0173,Kylie Morales,joycebonilla@example.org,2024-03-06,PREMIUM
CUST0174,Cindy Barnes,eric45@example.net,2025-08-31,REGULAR
CUST0175,Sophia Moore,craigjoseph@example.net,2026-01-13,REGULAR
CUST0176,Lawrence Perry,kariwilson@example.com,2024-05-11,PREMIUM
CUST0177,Michael Watkins,brandon69@example.org,2023-08-23,REGULAR
CUST0178,Eric Clark,kathrynroberts@example.org,2026-01-02,REGULAR
CUST0179,Paul Thompson,opatel@example.net,2024-05-29,REGULAR
CUST0180,Mary Gomez,chensley@example.com,2023-11-18,PREMIUM
CUST0181,Thomas Atkins,tberry@example.net,2026-04-10,REGULAR
CUST0182,Brian Smith,george97@example.net,2026-04-04,REGULAR
CUST0183,Anita Richard,ryanmorales@example.org,2024-06-30,REGULAR
CUST0184,Eric Morgan,kimberly18@example.net,2026-07-22,REGULAR
CUST0185,Jordan Bullock,michael23@example.org,2025-04-28,PREMIUM
CUST0186,Craig Morrison,thompsonkendra@example.com,2025-01-28,REGULAR
CUST0187,Justin Riley,michelle52@example.com,2023-02-15,REGULAR
CUST0188,Jeremy Turner,brittany58@example.org,2026-05-24,REGULAR
CUST0189,Jesse Brown,chase19@example.net,2024-12-27,PREMIUM
CUST0190,Julie Spencer,colelisa@example.net,2025-04-09,REGULAR
CUST0191,Larry Mason,hayeslisa@example.com,2025-05-26,REGULAR
CUST0192,Mrs. Maria Williams,hritter@example.net,2024-10-27,REGULAR
CUST0193,Helen Hardin,vortiz@example.net,2023-03-20,REGULAR
CUST0194,Rachel Holland,riveraangela@example.com,2024-12-07,REGULAR
CUST0195,Nathaniel Douglas,mathewaguilar@example.org,2024-08-11,REGULAR
CUST0196,Emily Douglas,tanderson@example.org,2024-10-16,REGULAR
CUST0197,James Conner,elizabethcalderon@example.net,2023-01-31,PREMIUM
CUST0198,Susan Davis DDS,andrew42@example.org,2024-06-27,REGULAR
CUST0199,Ralph Lee,ericphillips@example.org,2025-10-09,REGULAR
CUST0200,Kimberly Rodgers,stanleynancy@example.net,2024-01-20,REGULAR
CUST0201,James Martin,jenniferwilliams@example.com,2023-08-25,REGULAR
CUST0202,Cynthia Wallace,karen73@example.net,2023-06-27,REGULAR
CUST0203,Vincent Mueller,michealvalentine@example.com,2025-12-22,REGULAR
CUST0204,Douglas Reyes,mburch@example.net,2025-07-30,REGULAR
CUST0205,David Davidson,angela18@example.org,2023-06-27,PREMIUM
CUST0206,Phillip Nelson,mariahdavis@example.org,2024-04-28,REGULAR
CUST0207,Stacey Arias,gbrown@example.com,2024-04-29,REGULAR
CUST0208,Zachary Brooks,florescory@example.net,2024-08-06,REGULAR
CUST0209,Raven Taylor,samantha72@example.net,2023-04-29,REGULAR
CUST0210,Luis Bullock,scottmary@example.net,2024-01-13,REGULAR
CUST0211,Lisa Henderson,john10@example.org,2025-11-28,REGULAR
CUST0212,Riley Bryant,copelandvincent@example.net,2025-05-29,PREMIUM
CUST0213,Jose Allen,kellysmith@example.com,2024-10-27,REGULAR
CUST0214,Jason Beck,millsmichael@example.net,2025-10-02,REGULAR
CUST0215,Rachel Romero,myerstheodore@example.net,2026-07-01,REGULAR
CUST0216,James Burgess,kristina53@example.net,2024-07-16,REGULAR
CUST0217,Ashley Perkins,dennis58@example.com,2026-01-03,REGULAR
CUST0218,Carrie Maxwell,epollard@example.net,2025-03-21,VIP
CUST0219,Chad Baldwin,mjohnson@example.org,2026-06-09,PREMIUM
CUST0220,Stacey Stewart,zachary87@example.com,2024-12-23,REGULAR
CUST0221,Matthew Mitchell,glennmartin@example.org,2024-02-21,REGULAR
CUST0222,Jessica Ross,ykline@example.com,2023-05-15,REGULAR
CUST0223,Kathleen Jimenez,laurie61@example.com,2026-03-11,REGULAR
CUST0224,Samantha Gardner,curtis54@example.com,2024-08-11,REGULAR
CUST0225,Mitchell Jackson,cbell@example.net,2024-05-19,REGULAR
CUST0226,Heather Bolton,danielle01@example.net,2026-05-24,REGULAR
CUST0227,Heidi Owen,stephaniethomas@example.net,2025-07-15,PREMIUM
CUST0228,Jessica Martinez,kimberlydiaz@example.com,2023-01-16,REGULAR
CUST0229,Amanda Hernandez,xrush@example.com,2024-01-10,PREMIUM
CUST0230,Laura Moreno,redwards@example.org,2026-03-23,REGULAR
CUST0231,Allison Lopez,hmcintyre@example.com,2026-01-10,REGULAR
CUST0232,Michele Lewis,heather73@example.org,2023-05-25,REGULAR
CUST0233,Benjamin Thompson,zosborn@example.net,2024-01-13,REGULAR
CUST0234,Victoria Contreras,piercekelly@example.com,2025-01-05,REGULAR
CUST0235,Michelle Ho,laurahicks@example.org,2026-03-04,REGULAR
CUST0236,Dr. Cynthia Snyder,angela57@example.net,2024-12-05,REGULAR
CUST0237,Stephen Jones,ukey@example.com,2023-07-07,PREMIUM
CUST0238,Patricia Morrow,martinezlogan@example.org,2026-02-28,REGULAR
CUST0239,Michael Cooper,katrinaanderson@example.net,2023-10-15,REGULAR
CUST0240,Amy Martinez,kevinmartin@example.net,2024-03-05,PREMIUM
CUST0241,Travis Stone,meghan43@example.net,2025-03-25,REGULAR
CUST0242,Denise Weber,shawgary@example.net,2026-07-17,REGULAR
CUST0243,Matthew Le,megan90@example.org,2023-10-06,REGULAR
CUST0244,Travis Wise,debra96@example.net,2023-07-16,REGULAR
CUST0245,Kathleen Burton,dawn47@example.org,2025-05-09,REGULAR
CUST0246,Melinda Evans,barkereric@example.com,2025-09-17,PREMIUM
CUST0247,Mr. Lawrence Edwards,jessica56@example.org,2023-01-20,REGULAR
CUST0248,Kayla Rodriguez,stevenadams@example.org,2024-11-15,REGULAR
CUST0249,Anthony Dougherty,kwright@example.com,2024-01-28,PREMIUM
CUST0250,Michelle Lee,tyronerobertson@example.com,2026-07-01,REGULAR
CUST0251,Kathleen Davis,pwagner@example.org,2025-06-15,REGULAR
CUST0252,Amber Campbell,amitchell@example.org,2023-08-20,PREMIUM
CUST0253,Stephen Luna,zdiaz@example.org,2023-05-13,VIP
CUST0254,Chloe Tran,hughesshannon@example.net,2026-04-02,REGULAR
CUST0255,William Becker,andersoncolin@example.com,2025-08-18,REGULAR
CUST0256,Gina Mcmillan,jameshicks@example.net,2024-11-30,PREMIUM
CUST0257,Andrew Reeves,jstone@example.net,2025-07-03,VIP
CUST0258,Brenda Velazquez,francisco94@example.net,2025-08-22,REGULAR
CUST0259,Ronald Patel,thomas05@example.com,2023-06-04,PREMIUM
CUST0260,Veronica Silva,carlsonjoseph@example.net,2023-11-24,REGULAR
CUST0261,Paula Lane,silvageorge@example.net,2024-01-08,REGULAR
CUST0262,Patricia James,anthonyvaughan@example.org,2023-01-05,REGULAR
CUST0263,Jeremy Barnes,avaughn@example.net,2024-12-30,REGULAR
CUST0264,Tami Salas,thorntonapril@example.net,2026-01-03,REGULAR
CUST0265,Matthew Fox,sue78@example.com,2023-04-21,REGULAR
CUST0266,Megan Dillon,chelsea33@example.com,2026-05-08,PREMIUM
CUST0267,Courtney Dudley,kellie37@example.com,2026-06-02,PREMIUM
CUST0268,Justin Michael,keith98@example.com,2025-04-25,REGULAR
CUST0269,Jennifer Reed,kellyroberts@example.net,2024-02-17,PREMIUM
CUST0270,Thomas Douglas,ilewis@example.com,2023-09-15,PREMIUM
CUST0271,Melissa Taylor,johnsantiago@example.net,2026-07-04,REGULAR
CUST0272,David Garcia,jennifer12@example.org,2023-07-13,REGULAR
CUST0273,Vanessa Moore,mwoods@example.com,2024-09-17,PREMIUM
CUST0274,Matthew Velez,pearsonjesse@example.net,2025-02-06,REGULAR
CUST0275,Taylor Gentry,robertmonroe@example.org,2024-11-02,PREMIUM
CUST0276,Jennifer Simpson DVM,nancy04@example.net,2023-02-10,REGULAR
CUST0277,Tanya Rogers,ihays@example.net,2026-07-22,PREMIUM
CUST0278,Todd Rosales MD,lisarivera@example.net,2023-02-02,VIP
CUST0279,David Lopez,krystal93@example.org,2024-02-23,REGULAR
CUST0280,Margaret Sullivan,frobertson@example.com,2023-09-30,REGULAR
CUST0281,Cathy Taylor,shari04@example.com,2024-03-08,REGULAR
CUST0282,Paul Finley,brandi90@example.com,2025-09-13,PREMIUM
CUST0283,Melissa Brown,marshallerik@example.net,2024-12-31,REGULAR
CUST0284,Stephanie Padilla,hannah45@example.net,2025-11-07,REGULAR
CUST0285,Tyler Mendoza,madkins@example.com,2024-10-01,REGULAR
CUST0286,Joshua Ruiz,kathleenbecker@example.net,2024-09-14,PREMIUM
CUST0287,Angela Griffin,christian91@example.org,2024-12-07,REGULAR
CUST0288,Stephanie Harris,franklinbond@example.com,2023-06-30,VIP
CUST0289,Daniel Aguilar,nolansean@example.org,2025-03-10,PREMIUM
CUST0290,Jose Bryant,hansenemily@,2024-10-03,REGULAR
CUST0291,Alex Scott,reesebeth@example.org,2025-08-25,PREMIUM
CUST0292,Michael Weaver,michaelcesar@example.com,2026-03-26,REGULAR
CUST0293,Jason Mack,ybrooks@example.com,2023-07-23,PREMIUM
CUST0294,Susan Bennett,desireebailey@example.org,2025-12-20,REGULAR
CUST0295,Jenna Anderson DVM,avilatiffany@example.com,2025-09-05,REGULAR
CUST0296,Kimberly Patel,johnreed@example.com,2023-09-04,REGULAR
CUST0297,Shaun Cannon,pachecorobert@,2023-05-25,REGULAR
CUST0298,Stacey Smith,carloswheeler@example.com,2023-06-26,REGULAR
CUST0299,Michele Williams,moralesjimmy@example.org,2026-07-16,REGULAR
CUST0300,Patty Taylor,jim95@example.net,2024-03-29,REGULAR
CUST0301,Megan Flores,nancy83@example.com,2026-07-20,REGULAR
CUST0302,Antonio Fry,conniesimmons@example.com,2024-12-10,REGULAR
CUST0303,Gregory Schneider,ufloyd@example.net,2025-07-20,REGULAR
CUST0304,Chase Bennett,oallen@example.com,2023-04-19,REGULAR
CUST0305,Brianna Ford,harttammy@example.net,2024-10-06,REGULAR
CUST0306,Jasmine Scott,deborah75@example.org,2024-02-20,PREMIUM
CUST0307,Sandra Williams,mnunez@example.org,2024-04-08,PREMIUM
CUST0308,Chelsea Gill,timothybooth@example.com,2025-10-22,REGULAR
CUST0309,Terry Lewis,suzannewilson@example.com,2025-04-16,REGULAR
CUST0310,Melissa Padilla,jherman@example.com,2026-03-31,REGULAR
CUST0311,Jamie Ferguson,kyle58@example.com,2024-05-14,PREMIUM
CUST0312,Robert Bowen,robin55@example.com,2024-01-06,REGULAR
CUST0313,Sean Figueroa,greensarah@example.net,2026-04-19,REGULAR
CUST0314,Elizabeth Gonzalez,noahwhitaker@example.com,2025-01-04,PREMIUM
CUST0315,Terri Morgan,plevy@example.net,2024-08-22,VIP
CUST0316,Christopher Norton Jr.,iwhite@example.net,2025-10-09,VIP
CUST0317,Kelly Combs,landryelizabeth@example.org,2023-02-27,REGULAR
CUST0318,Ryan Hall,albertwagner@example.com,2024-05-30,PREMIUM
CUST0319,Mark Peck,bhopkins@example.org,2024-11-14,REGULAR
CUST0320,Jennifer Smith,amanda40@example.net,2023-01-24,PREMIUM
CUST0321,Megan Drake,danieldavis@example.org,2025-10-14,VIP
CUST0322,Manuel King,joseph61@example.com,2026-04-29,VIP
CUST0323,Judy Sanchez,kevinclayton@example.org,2025-12-12,REGULAR
CUST0324,Shannon Malone,sullivannicholas@example.com,2024-05-25,PREMIUM
CUST0325,Adam Jackson,pbruce@example.com,2024-08-13,VIP
CUST0326,Shannon Davis,hallrachel@example.net,2026-03-25,REGULAR
CUST0327,Karen Williams,cohenjuan@example.net,2025-08-17,REGULAR
CUST0328,Amanda Mcfarland,alexis39@example.org,2024-03-22,VIP
CUST0329,Michelle Sanders,evansanne@example.net,2024-11-05,VIP
CUST0330,Jasmine Mosley,patrick21@example.net,2025-12-29,PREMIUM
CUST0331,Haley Davis,marypeterson@example.net,2025-12-14,REGULAR
CUST0332,Jennifer Ayala,walterskristen@example.com,2024-05-18,PREMIUM
CUST0333,Henry Pugh MD,nmiller@example.com,2024-08-05,REGULAR
CUST0334,Michelle Miller,normanbowers@example.org,2024-10-02,REGULAR
CUST0335,Emily Rodriguez,hahnsean@example.com,2023-09-22,REGULAR
CUST0336,Brandon Jordan,fgarcia@example.com,2024-08-17,REGULAR
CUST0337,Linda Mueller,asmith@example.com,2025-06-24,REGULAR
CUST0338,Misty Hansen,ashleyjackson@example.com,2024-01-30,REGULAR
CUST0339,Derrick Adams,bryanhamilton@example.com,2026-06-03,REGULAR
CUST0340,Richard Ward,jennifersimpson@example.net,2025-04-29,REGULAR
CUST0341,Brian Torres,ncook@example.com,2024-06-20,VIP
CUST0342,Erin Cook,kevinmorrison@example.net,2024-10-21,REGULAR
CUST0343,Ernest Oconnell,kelly79@example.org,2024-04-14,REGULAR
CUST0344,Douglas Hartman,daniel93@example.net,2025-01-20,REGULAR
CUST0345,Catherine Saunders MD,nhahn@example.com,2024-07-11,REGULAR
CUST0346,Sandra Jones,ichambers@example.net,2024-04-03,REGULAR
CUST0347,David Moore,emccormick@example.com,2024-09-06,REGULAR
CUST0348,Karen Morales DDS,ystephens@example.com,2025-12-01,PREMIUM
CUST0349,Robin Wheeler,rodriguezjohn@example.net,2025-07-31,PREMIUM
CUST0350,Matthew Williams,vrasmussen@example.com,2024-03-20,PREMIUM
CUST0351,Brett Walker,seanmyers@example.net,2026-05-30,REGULAR
CUST0352,Kathryn Cooper,webbkenneth@example.org,2025-08-22,REGULAR
CUST0353,Todd Thomas,matthew38@example.com,2026-04-07,REGULAR
CUST0354,Brent Bowen,tflores@example.org,2025-09-02,REGULAR
CUST0355,Ashley Sweeney,byrdfrank@example.net,2023-03-03,REGULAR
CUST0356,Christopher Moore,omullen@example.com,2025-06-19,REGULAR
CUST0357,Charlotte Sandoval,njohnson@example.org,2024-04-03,REGULAR
CUST0358,Jeffrey Smith,jamiegoodwin@example.org,2023-11-08,REGULAR
CUST0359,Rebecca Herrera,mark71@example.com,2024-07-22,REGULAR
CUST0360,Katherine Church,candice96@example.net,2026-07-14,REGULAR
CUST0361,Harold Ellis,lisamccarthy@example.com,2025-01-18,VIP
CUST0362,Leslie Powers,david41@example.org,2024-06-10,PREMIUM
CUST0363,Charles Price,baileyhenderson@example.com,2023-04-27,REGULAR
CUST0364,Melissa Brewer,angelaburns@example.org,2025-11-16,PREMIUM
CUST0365,Ryan Harvey,stephanie72@example.org,2026-06-03,REGULAR
CUST0366,Tracey Wagner,fortiz@example.com,2024-09-04,REGULAR
CUST0367,Jill Jackson,flynnjeffrey@example.org,2024-12-07,REGULAR
CUST0368,Joshua Jackson,xcunningham@example.com,2024-02-12,REGULAR
CUST0369,Ashley Wilson,amber07@example.net,2024-07-31,REGULAR
CUST0370,Jeffery Fitzgerald,kennethkidd@example.com,2023-02-08,REGULAR
CUST0371,Scott Miller,rowejoel@example.net,2024-05-24,PREMIUM
CUST0372,Heather Page,imartin@example.org,2023-04-09,REGULAR
CUST0373,Renee Hudson,candice25@example.net,2025-12-25,REGULAR
